STATION,DATE,HOUR,DIA,MES ,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,IT,ET,RH,WS,WD,PP,ATM,RS,UVI,TIMESTAMP,O3_ppb,O3_8h,PM10_12h,PM25_12h,Cat_O3,Cat_PM10,Cat_PM25,Categoria_Global,Contaminante_Dominante
PIN,2024-03-30 04:00:00,4,30,3,0.007,,,,,,110.0,78.9,,,,,,,,,,2024-03-30 04:00:00,7.0,21.875,67.0,50.21666666666667,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-30 05:00:00,5,30,3,0.005,,,,,,127.0,109.4,,,,,,,,,,2024-03-30 05:00:00,5.0,18.5,71.58333333333333,53.675000000000004,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-30 06:00:00,6,30,3,0.005,,,,,,134.0,92.4,,,,,,,,,,2024-03-30 06:00:00,5.0,15.125,77.41666666666667,56.61666666666667,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-30 07:00:00,7,30,3,0.005,,,,,,153.0,104.2,,,,,,,,,,2024-03-30 07:00:00,5.0,12.5,85.5,62.06666666666667,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-30 08:00:00,8,30,3,0.011,,,,,,157.0,115.4,,,,,,,,,,2024-03-30 08:00:00,11.0,10.875,93.16666666666667,68.51666666666667,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-30 09:00:00,9,30,3,0.037,,,,,,103.0,,,,,,,,,,,2024-03-30 09:00:00,37.0,13.125,96.33333333333333,70.80909090909091,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-30 10:00:00,10,30,3,0.054,,,,,,62.0,,,,,,,,,,,2024-03-30 10:00:00,54.0,17.375,95.41666666666667,74.52000000000001,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-30 11:00:00,11,30,3,0.064,,,,,,65.0,,,,,,,,,,,2024-03-30 11:00:00,64.0,23.5,96.25,78.66666666666667,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-30 12:00:00,12,30,3,0.068,,,,,,68.0,66.2,,,,,,,,,,2024-03-30 12:00:00,68.0,31.125,97.91666666666667,81.50000000000001,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-30 13:00:00,13,30,3,0.063,,,,,,58.0,59.1,,,,,,,,,,2024-03-30 13:00:00,63.0,38.375,96.91666666666667,81.32222222222224,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-30 14:00:00,14,30,3,0.041,,,,,,40.0,,,,,,,,,,,2024-03-30 14:00:00,41.0,42.875,94.5,,Buena,Mala,,Mala,PM10
PIN,2024-03-30 15:00:00,15,30,3,0.044,,,,,,31.0,,,,,,,,,,,2024-03-30 15:00:00,44.0,47.75,92.33333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-30 16:00:00,16,30,3,0.035,,,,,,29.0,,,,,,,,,,,2024-03-30 16:00:00,35.0,50.75,85.58333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-30 17:00:00,17,30,3,0.034,,,,,,33.0,,,,,,,,,,,2024-03-30 17:00:00,34.0,50.375,77.75,,Buena,Mala,,Mala,PM10
PIN,2024-03-30 18:00:00,18,30,3,0.031,,,,,,33.0,29.4,,,,,,,,,,2024-03-30 18:00:00,31.0,47.5,69.33333333333333,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-30 19:00:00,19,30,3,0.022,,,,,,54.0,51.3,,,,,,,,,,2024-03-30 19:00:00,22.0,42.25,61.083333333333336,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-30 20:00:00,20,30,3,0.027,,,,,,80.0,60.4,,,,,,,,,,2024-03-30 20:00:00,27.0,37.125,54.666666666666664,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-30 21:00:00,21,30,3,0.024,,,,,,71.0,55.2,,,,,,,,,,2024-03-30 21:00:00,24.0,32.25,52.0,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-30 22:00:00,22,30,3,0.02,,,,,,81.0,59.3,,,,,,,,,,2024-03-30 22:00:00,20.0,29.625,53.583333333333336,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-30 23:00:00,23,30,3,0.017,,,,,,76.0,56.0,,,,,,,,,,2024-03-30 23:00:00,17.0,26.25,54.5,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 00:00:00,0,31,3,0.014,,,,,,68.0,56.6,,,,,,,,,,2024-03-31 00:00:00,14.0,23.625,54.5,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 01:00:00,1,31,3,0.014,,,,,,62.0,48.0,,,,,,,,,,2024-03-31 01:00:00,14.0,21.125,54.833333333333336,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 02:00:00,2,31,3,0.016,,,,,,58.0,48.5,,,,,,,,,,2024-03-31 02:00:00,16.0,19.25,56.333333333333336,51.63333333333333,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-31 03:00:00,3,31,3,0.013,,,,,,70.0,65.6,,,,,,,,,,2024-03-31 03:00:00,13.0,18.125,59.583333333333336,53.029999999999994,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-31 04:00:00,4,31,3,0.008,,,,,,72.0,58.2,,,,,,,,,,2024-03-31 04:00:00,8.0,15.75,63.166666666666664,53.5,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-31 05:00:00,5,31,3,0.004,,,,,,83.0,54.7,,,,,,,,,,2024-03-31 05:00:00,4.0,13.25,67.33333333333333,53.6,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-31 06:00:00,6,31,3,0.005,,,,,,95.0,61.0,,,,,,,,,,2024-03-31 06:00:00,5.0,11.375,72.5,56.23333333333334,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-31 07:00:00,7,31,3,0.006,,,,,,126.0,82.7,,,,,,,,,,2024-03-31 07:00:00,6.0,10.0,78.5,58.849999999999994,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-31 08:00:00,8,31,3,0.015,,,,,,135.0,109.3,,,,,,,,,,2024-03-31 08:00:00,15.0,10.125,83.08333333333333,62.925000000000004,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-31 09:00:00,9,31,3,0.038,,,,,,123.0,113.4,,,,,,,,,,2024-03-31 09:00:00,38.0,13.125,87.41666666666667,67.775,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-31 10:00:00,10,31,3,0.051,,,,,,94.0,,,,,,,,,,,2024-03-31 10:00:00,51.0,17.5,88.5,68.54545454545455,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-31 11:00:00,11,31,3,0.048,,,,,,47.0,,,,,,,,,,,2024-03-31 11:00:00,48.0,21.875,86.08333333333333,69.8,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-31 12:00:00,12,31,3,0.044,,,,,,29.0,,,,,,,,,,,2024-03-31 12:00:00,44.0,26.375,82.83333333333333,71.26666666666667,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-31 13:00:00,13,31,3,0.041,,,,,,30.0,,,,,,,,,,,2024-03-31 13:00:00,41.0,31.0,80.16666666666667,,Buena,Mala,,Mala,PM10
PIN,2024-03-31 14:00:00,14,31,3,0.041,,,,,,25.0,,,,,,,,,,,2024-03-31 14:00:00,41.0,35.5,77.41666666666667,,Buena,Mala,,Mala,PM10
PIN,2024-03-31 15:00:00,15,31,3,0.041,,,,,,34.0,,,,,,,,,,,2024-03-31 15:00:00,41.0,39.875,74.41666666666667,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 16:00:00,16,31,3,0.037,,,,,,37.0,38.4,,,,,,,,,,2024-03-31 16:00:00,37.0,42.625,71.5,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 17:00:00,17,31,3,0.034,,,,,,49.0,,,,,,,,,,,2024-03-31 17:00:00,34.0,42.125,68.66666666666667,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 18:00:00,18,31,3,0.032,,,,,,47.0,39.2,,,,,,,,,,2024-03-31 18:00:00,32.0,39.75,64.66666666666667,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 19:00:00,19,31,3,0.032,,,,,,71.0,54.0,,,,,,,,,,2024-03-31 19:00:00,32.0,37.75,60.083333333333336,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 20:00:00,20,31,3,0.027,,,,,,63.0,54.0,,,,,,,,,,2024-03-31 20:00:00,27.0,35.625,54.083333333333336,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-31 21:00:00,21,31,3,0.017,,,,,,57.0,46.9,,,,,,,,,,2024-03-31 21:00:00,17.0,32.625,48.583333333333336,,Buena,Buena,,Buena,"O3, PM10"
PIN,2024-03-31 22:00:00,22,31,3,0.015,,,,,,76.0,55.5,,,,,,,,,,2024-03-31 22:00:00,15.0,29.375,47.083333333333336,,Buena,Buena,,Buena,"O3, PM10"
PIN,2024-03-31 23:00:00,23,31,3,0.013,,,,,,81.0,60.9,,,,,,,,,,2024-03-31 23:00:00,13.0,25.875,49.916666666666664,,Buena,Buena,,Buena,"O3, PM10"
