STATION,DATE,HOUR,DIA,MES ,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,IT,ET,RH,WS,WD,PP,ATM,RS,UVI,TIMESTAMP,O3_ppb,O3_8h,PM10_12h,PM25_12h,Cat_O3,Cat_PM10,Cat_PM25,Categoria_Global,Contaminante_Dominante
PIN,2024-03-24 15:00:00,15,24,3,0.052,,,,,,82.0,81.5,,,,,,,,,,2024-03-24 15:00:00,52.0,47.0,84.25,75.11111111111111,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-24 16:00:00,16,24,3,0.051,,,,,,112.0,,,,,,,,,,,2024-03-24 16:00:00,51.0,51.625,91.08333333333333,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-24 17:00:00,17,24,3,0.048,,,,,,122.0,121.2,,,,,,,,,,2024-03-24 17:00:00,48.0,52.375,98.83333333333333,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-24 18:00:00,18,24,3,0.044,,,,,,96.0,91.4,,,,,,,,,,2024-03-24 18:00:00,44.0,51.25,100.66666666666667,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-24 19:00:00,19,24,3,0.038,,,,,,59.0,45.7,,,,,,,,,,2024-03-24 19:00:00,38.0,49.125,94.66666666666667,,Buena,Mala,,Mala,PM10
PIN,2024-03-24 20:00:00,20,24,3,0.031,,,,,,44.0,35.3,,,,,,,,,,2024-03-24 20:00:00,31.0,46.125,88.33333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-24 21:00:00,21,24,3,0.03,,,,,,50.0,31.4,,,,,,,,,,2024-03-24 21:00:00,30.0,43.25,84.25,,Buena,Mala,,Mala,PM10
PIN,2024-03-24 22:00:00,22,24,3,0.028,,,,,,58.0,33.0,,,,,,,,,,2024-03-24 22:00:00,28.0,40.25,82.75,,Buena,Mala,,Mala,PM10
PIN,2024-03-24 23:00:00,23,24,3,0.019,,,,,,66.0,42.9,,,,,,,,,,2024-03-24 23:00:00,19.0,36.125,82.41666666666667,66.96666666666665,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-25 00:00:00,0,25,3,0.021,,,,,,69.0,51.6,,,,,,,,,,2024-03-25 00:00:00,21.0,32.375,80.33333333333333,65.42999999999999,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-25 01:00:00,1,25,3,0.03,,,,,,46.0,35.0,,,,,,,,,,2024-03-25 01:00:00,30.0,30.125,78.08333333333333,62.66363636363636,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-25 02:00:00,2,25,3,0.031,,,,,,34.0,26.0,,,,,,,,,,2024-03-25 02:00:00,31.0,28.5,69.83333333333333,54.09090909090909,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 03:00:00,3,25,3,0.027,,,,,,41.0,28.9,,,,,,,,,,2024-03-25 03:00:00,27.0,27.125,66.41666666666667,49.309090909090905,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 04:00:00,4,25,3,0.008,,,,,,52.0,46.7,,,,,,,,,,2024-03-25 04:00:00,8.0,24.25,61.416666666666664,49.09166666666667,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 05:00:00,5,25,3,0.004,,,,,,75.0,56.4,,,,,,,,,,2024-03-25 05:00:00,4.0,21.0,57.5,43.69166666666666,Buena,Aceptable,Aceptable,Aceptable,"PM10, PM25"
PIN,2024-03-25 06:00:00,6,25,3,0.004,,,,,,101.0,79.4,,,,,,,,,,2024-03-25 06:00:00,4.0,18.0,57.916666666666664,42.69166666666667,Buena,Aceptable,Aceptable,Aceptable,"PM10, PM25"
PIN,2024-03-25 07:00:00,7,25,3,0.007,,,,,,111.0,89.2,,,,,,,,,,2024-03-25 07:00:00,7.0,16.5,62.25,46.31666666666666,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 08:00:00,8,25,3,0.025,,,,,,150.0,142.0,,,,,,,,,,2024-03-25 08:00:00,25.0,17.0,71.08333333333333,55.208333333333336,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 09:00:00,9,25,3,0.041,,,,,,88.0,,,,,,,,,,,2024-03-25 09:00:00,41.0,18.375,74.25,57.372727272727275,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 10:00:00,10,25,3,0.046,,,,,,66.0,55.7,,,,,,,,,,2024-03-25 10:00:00,46.0,20.25,74.91666666666667,59.436363636363645,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-25 11:00:00,11,25,3,0.047,,,,,,77.0,70.3,,,,,,,,,,2024-03-25 11:00:00,47.0,22.75,75.83333333333333,61.92727272727273,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-25 12:00:00,12,25,3,0.05,,,,,,91.0,,,,,,,,,,,2024-03-25 12:00:00,50.0,28.0,77.66666666666667,62.960000000000015,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-25 13:00:00,13,25,3,0.053,,,,,,103.0,,,,,,,,,,,2024-03-25 13:00:00,53.0,34.125,82.41666666666667,66.06666666666668,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-25 14:00:00,14,25,3,0.054,,,,,,107.0,,,,,,,,,,,2024-03-25 14:00:00,54.0,40.375,88.5,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 15:00:00,15,25,3,0.053,,,,,,92.0,,,,,,,,,,,2024-03-25 15:00:00,53.0,46.125,92.75,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 16:00:00,16,25,3,0.053,,,,,,91.0,,,,,,,,,,,2024-03-25 16:00:00,53.0,49.625,96.0,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 17:00:00,17,25,3,0.053,,,,,,84.0,72.1,,,,,,,,,,2024-03-25 17:00:00,53.0,51.125,96.75,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-25 18:00:00,18,25,3,0.039,,,,,,91.0,86.8,,,,,,,,,,2024-03-25 18:00:00,39.0,50.25,95.91666666666667,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 19:00:00,19,25,3,0.034,,,,,,82.0,,,,,,,,,,,2024-03-25 19:00:00,34.0,48.625,93.5,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 20:00:00,20,25,3,0.025,,,,,,69.0,66.9,,,,,,,,,,2024-03-25 20:00:00,25.0,45.5,86.75,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 21:00:00,21,25,3,0.018,,,,,,58.0,40.9,,,,,,,,,,2024-03-25 21:00:00,18.0,41.125,84.25,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 22:00:00,22,25,3,0.006,,,,,,85.0,62.2,,,,,,,,,,2024-03-25 22:00:00,6.0,35.125,85.83333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-25 23:00:00,23,25,3,0.018,,,,,,110.0,92.2,,,,,,,,,,2024-03-25 23:00:00,18.0,30.75,88.58333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-26 00:00:00,0,26,3,0.023,,,,,,66.0,49.3,,,,,,,,,,2024-03-26 00:00:00,23.0,27.0,86.5,,Buena,Mala,,Mala,PM10
PIN,2024-03-26 01:00:00,1,26,3,0.014,,,,,,54.0,43.3,,,,,,,,,,2024-03-26 01:00:00,14.0,22.125,82.41666666666667,,Buena,Mala,,Mala,PM10
PIN,2024-03-26 02:00:00,2,26,3,0.015,,,,,,65.0,49.0,,,,,,,,,,2024-03-26 02:00:00,15.0,19.125,78.91666666666667,62.522222222222226,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 03:00:00,3,26,3,0.005,,,,,,73.0,55.8,,,,,,,,,,2024-03-26 03:00:00,5.0,15.5,77.33333333333333,61.85,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 04:00:00,4,26,3,0.005,,,,,,87.0,67.5,,,,,,,,,,2024-03-26 04:00:00,5.0,13.0,77.0,62.36363636363637,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 05:00:00,5,26,3,0.005,,,,,,124.0,92.6,,,,,,,,,,2024-03-26 05:00:00,5.0,11.375,80.33333333333333,64.22727272727273,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 06:00:00,6,26,3,0.006,,,,,,160.0,119.1,,,,,,,,,,2024-03-26 06:00:00,6.0,11.375,86.08333333333333,67.16363636363636,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 07:00:00,7,26,3,0.007,,,,,,180.0,136.3,,,,,,,,,,2024-03-26 07:00:00,7.0,10.0,94.25,72.925,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 08:00:00,8,26,3,0.01,,,,,,183.0,143.9,,,,,,,,,,2024-03-26 08:00:00,10.0,8.375,103.75,79.34166666666667,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 09:00:00,9,26,3,0.027,,,,,,203.0,179.8,,,,,,,,,,2024-03-26 09:00:00,27.0,10.0,115.83333333333333,90.91666666666667,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 10:00:00,10,26,3,0.042,,,,,,112.0,109.3,,,,,,,,,,2024-03-26 10:00:00,42.0,13.375,118.08333333333333,94.84166666666665,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 11:00:00,11,26,3,0.055,,,,,,58.0,,,,,,,,,,,2024-03-26 11:00:00,55.0,19.625,113.75,95.08181818181819,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 12:00:00,12,26,3,0.054,,,,,,51.0,,,,,,,,,,,2024-03-26 12:00:00,54.0,25.75,112.5,99.66,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 13:00:00,13,26,3,0.055,,,,,,96.0,92.1,,,,,,,,,,2024-03-26 13:00:00,55.0,32.0,116.0,104.53999999999999,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 14:00:00,14,26,3,0.054,,,,,,112.0,111.5,,,,,,,,,,2024-03-26 14:00:00,54.0,38.0,119.91666666666667,110.78999999999999,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 15:00:00,15,26,3,0.052,,,,,,94.0,,,,,,,,,,,2024-03-26 15:00:00,52.0,43.625,121.66666666666667,116.89999999999999,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 16:00:00,16,26,3,0.052,,,,,,58.0,56.6,,,,,,,,,,2024-03-26 16:00:00,52.0,48.875,119.25,115.6888888888889,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 17:00:00,17,26,3,0.053,,,,,,60.0,42.7,,,,,,,,,,2024-03-26 17:00:00,53.0,52.125,113.91666666666667,110.14444444444445,Aceptable,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 18:00:00,18,26,3,0.046,,,,,,68.0,58.8,,,,,,,,,,2024-03-26 18:00:00,46.0,52.625,106.25,103.44444444444446,Aceptable,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 19:00:00,19,26,3,0.034,,,,,,74.0,71.1,,,,,,,,,,2024-03-26 19:00:00,34.0,50.0,97.41666666666667,96.19999999999999,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 20:00:00,20,26,3,0.018,,,,,,64.0,49.6,,,,,,,,,,2024-03-26 20:00:00,18.0,45.5,87.5,85.72222222222223,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-26 21:00:00,21,26,3,0.014,,,,,,81.0,46.6,,,,,,,,,,2024-03-26 21:00:00,14.0,40.375,77.33333333333333,70.92222222222222,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-26 22:00:00,22,26,3,0.02,,,,,,74.0,41.1,,,,,,,,,,2024-03-26 22:00:00,20.0,36.125,74.16666666666667,63.34444444444445,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-26 23:00:00,23,26,3,0.017,,,,,,85.0,53.0,,,,,,,,,,2024-03-26 23:00:00,17.0,31.75,76.41666666666667,62.31,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-27 00:00:00,0,27,3,0.024,,,,,,65.0,49.7,,,,,,,,,,2024-03-27 00:00:00,24.0,28.25,77.58333333333333,61.16363636363637,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-27 01:00:00,1,27,3,0.026,,,,,,53.0,38.9,,,,,,,,,,2024-03-27 01:00:00,26.0,24.875,74.0,56.32727272727273,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-27 02:00:00,2,27,3,0.01,,,,,,77.0,59.9,,,,,,,,,,2024-03-27 02:00:00,10.0,20.375,71.08333333333333,51.63636363636363,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-27 03:00:00,3,27,3,0.005,,,,,,112.0,79.9,,,,,,,,,,2024-03-27 03:00:00,5.0,16.75,72.58333333333333,53.99166666666667,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-27 04:00:00,4,27,3,0.006,,,,,,144.0,104.1,,,,,,,,,,2024-03-27 04:00:00,6.0,15.25,79.75,57.949999999999996,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-27 05:00:00,5,27,3,0.007,,,,,,158.0,116.8,,,,,,,,,,2024-03-27 05:00:00,7.0,14.375,87.91666666666667,64.125,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-27 06:00:00,6,27,3,0.007,,,,,,179.0,134.4,,,,,,,,,,2024-03-27 06:00:00,7.0,12.75,97.16666666666667,70.425,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-27 07:00:00,7,27,3,0.007,,,,,,256.0,189.1,,,,,,,,,,2024-03-27 07:00:00,7.0,11.5,112.33333333333333,80.25833333333334,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 08:00:00,8,27,3,0.012,,,,,,236.0,191.1,,,,,,,,,,2024-03-27 08:00:00,12.0,10.0,126.66666666666667,92.05,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 09:00:00,9,27,3,0.021,,,,,,170.0,,,,,,,,,,,2024-03-27 09:00:00,21.0,9.375,134.08333333333334,96.18181818181816,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 10:00:00,10,27,3,0.046,,,,,,116.0,,,,,,,,,,,2024-03-27 10:00:00,46.0,13.875,137.58333333333334,101.68999999999998,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 11:00:00,11,27,3,0.067,,,,,,97.0,91.7,,,,,,,,,,2024-03-27 11:00:00,67.0,21.625,138.58333333333334,105.55999999999999,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 12:00:00,12,27,3,0.072,,,,,,76.0,66.1,,,,,,,,,,2024-03-27 12:00:00,72.0,29.875,139.5,107.2,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 13:00:00,13,27,3,0.074,,,,,,41.0,,,,,,,,,,,2024-03-27 13:00:00,74.0,38.25,138.5,114.7888888888889,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-27 14:00:00,14,27,3,0.079,,,,,,38.0,,,,,,,,,,,2024-03-27 14:00:00,79.0,47.25,135.25,,Buena,Mala,,Mala,PM10
PIN,2024-03-27 15:00:00,15,27,3,0.085,,,,,,40.0,35.7,,,,,,,,,,2024-03-27 15:00:00,85.0,57.0,129.25,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-27 16:00:00,16,27,3,0.092,,,,,,45.0,43.0,,,,,,,,,,2024-03-27 16:00:00,92.0,67.0,121.0,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-27 17:00:00,17,27,3,0.065,,,,,,47.0,42.0,,,,,,,,,,2024-03-27 17:00:00,65.0,72.5,111.75,,Mala,Mala,,Mala,"O3, PM10"
PIN,2024-03-27 18:00:00,18,27,3,0.039,,,,,,41.0,41.7,,,,,,,,,,2024-03-27 18:00:00,39.0,71.625,100.25,,Mala,Mala,,Mala,"O3, PM10"
PIN,2024-03-27 19:00:00,19,27,3,0.014,,,,,,96.0,90.6,,,,,,,,,,2024-03-27 19:00:00,14.0,65.0,86.91666666666667,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-27 20:00:00,20,27,3,0.008,,,,,,131.0,93.5,,,,,,,,,,2024-03-27 20:00:00,8.0,57.0,78.16666666666667,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-27 21:00:00,21,27,3,0.014,,,,,,99.0,74.9,,,,,,,,,,2024-03-27 21:00:00,14.0,49.5,72.25,64.35555555555555,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-27 22:00:00,22,27,3,0.012,,,,,,163.0,106.5,,,,,,,,,,2024-03-27 22:00:00,12.0,41.125,76.16666666666667,68.57000000000001,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-27 23:00:00,23,27,3,0.011,,,,,,120.0,73.9,,,,,,,,,,2024-03-27 23:00:00,11.0,31.875,78.08333333333333,66.78999999999999,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-28 00:00:00,0,28,3,0.008,,,,,,108.0,58.0,,,,,,,,,,2024-03-28 00:00:00,8.0,21.375,80.75,65.98,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-28 01:00:00,1,28,3,0.011,,,,,,101.0,67.3,,,,,,,,,,2024-03-28 01:00:00,11.0,14.625,85.75,66.10000000000001,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-28 02:00:00,2,28,3,0.007,,,,,,120.0,89.6,,,,,,,,,,2024-03-28 02:00:00,7.0,10.625,92.58333333333333,68.05833333333334,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-28 03:00:00,3,28,3,0.004,,,,,,170.0,118.9,,,,,,,,,,2024-03-28 03:00:00,4.0,9.375,103.41666666666667,74.99166666666666,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-28 04:00:00,4,28,3,0.004,,,,,,144.0,102.8,,,,,,,,,,2024-03-28 04:00:00,4.0,8.875,111.66666666666667,79.97500000000001,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 05:00:00,5,28,3,0.005,,,,,,148.0,103.2,,,,,,,,,,2024-03-28 05:00:00,5.0,7.75,120.08333333333333,85.075,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 06:00:00,6,28,3,0.006,,,,,,181.0,119.3,,,,,,,,,,2024-03-28 06:00:00,6.0,7.0,131.75,91.54166666666667,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 07:00:00,7,28,3,0.006,,,,,,181.0,125.5,,,,,,,,,,2024-03-28 07:00:00,6.0,6.375,138.83333333333334,94.45,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 08:00:00,8,28,3,0.018,,,,,,118.0,103.2,,,,,,,,,,2024-03-28 08:00:00,18.0,7.625,137.75,95.25833333333334,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 09:00:00,9,28,3,0.033,,,,,,72.0,,,,,,,,,,,2024-03-28 09:00:00,33.0,10.375,135.5,97.10909090909091,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 10:00:00,10,28,3,0.044,,,,,,53.0,,,,,,,,,,,2024-03-28 10:00:00,44.0,15.0,126.33333333333333,96.17,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 11:00:00,11,28,3,0.058,,,,,,55.0,,,,,,,,,,,2024-03-28 11:00:00,58.0,21.75,120.91666666666667,98.64444444444445,Buena,Mala,Muy Mala,Muy Mala,PM25
PIN,2024-03-28 12:00:00,12,28,3,0.069,,,,,,64.0,,,,,,,,,,,2024-03-28 12:00:00,69.0,29.875,117.25,,Buena,Mala,,Mala,PM10
PIN,2024-03-28 13:00:00,13,28,3,0.077,,,,,,71.0,,,,,,,,,,,2024-03-28 13:00:00,77.0,38.875,114.75,,Buena,Mala,,Mala,PM10
PIN,2024-03-28 14:00:00,14,28,3,0.077,,,,,,81.0,70.7,,,,,,,,,,2024-03-28 14:00:00,77.0,47.75,111.5,,Buena,Mala,,Mala,PM10
PIN,2024-03-28 15:00:00,15,28,3,0.081,,,,,,67.0,60.3,,,,,,,,,,2024-03-28 15:00:00,81.0,57.125,102.91666666666667,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-28 16:00:00,16,28,3,0.081,,,,,,65.0,56.8,,,,,,,,,,2024-03-28 16:00:00,81.0,65.0,96.33333333333333,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-28 17:00:00,17,28,3,0.079,,,,,,61.0,59.9,,,,,,,,,,2024-03-28 17:00:00,79.0,70.75,89.08333333333333,,Mala,Mala,,Mala,"O3, PM10"
PIN,2024-03-28 18:00:00,18,28,3,0.076,,,,,,60.0,57.0,,,,,,,,,,2024-03-28 18:00:00,76.0,74.75,79.0,,Mala,Mala,,Mala,"O3, PM10"
PIN,2024-03-28 19:00:00,19,28,3,0.052,,,,,,77.0,73.8,,,,,,,,,,2024-03-28 19:00:00,52.0,74.0,70.33333333333333,,Mala,Aceptable,,Mala,O3
PIN,2024-03-28 20:00:00,20,28,3,0.032,,,,,,123.0,110.6,,,,,,,,,,2024-03-28 20:00:00,32.0,69.375,70.75,,Aceptable,Aceptable,,Aceptable,"O3, PM10"
PIN,2024-03-28 21:00:00,21,28,3,0.038,,,,,,120.0,105.7,,,,,,,,,,2024-03-28 21:00:00,38.0,64.5,74.75,,Aceptable,Aceptable,,Aceptable,"O3, PM10"
PIN,2024-03-28 22:00:00,22,28,3,0.038,,,,,,110.0,86.1,,,,,,,,,,2024-03-28 22:00:00,38.0,59.625,79.5,75.65555555555555,Aceptable,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-28 23:00:00,23,28,3,0.041,,,,,,80.0,53.3,,,,,,,,,,2024-03-28 23:00:00,41.0,54.625,81.58333333333333,73.41999999999999,Aceptable,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 00:00:00,0,29,3,0.039,,,,,,52.0,35.1,,,,,,,,,,2024-03-29 00:00:00,39.0,49.375,80.58333333333333,69.93636363636364,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 01:00:00,1,29,3,0.039,,,,,,43.0,25.5,,,,,,,,,,2024-03-29 01:00:00,39.0,44.375,78.25,66.23333333333333,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 02:00:00,2,29,3,0.038,,,,,,42.0,29.4,,,,,,,,,,2024-03-29 02:00:00,38.0,39.625,75.0,62.791666666666664,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-29 03:00:00,3,29,3,0.035,,,,,,43.0,30.9,,,,,,,,,,2024-03-29 03:00:00,35.0,37.5,73.0,60.34166666666666,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-29 04:00:00,4,29,3,0.023,,,,,,55.0,37.5,,,,,,,,,,2024-03-29 04:00:00,23.0,36.375,72.16666666666667,58.73333333333333,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-29 05:00:00,5,29,3,0.007,,,,,,65.0,40.3,,,,,,,,,,2024-03-29 05:00:00,7.0,32.5,72.5,57.1,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-29 06:00:00,6,29,3,0.005,,,,,,123.0,91.1,,,,,,,,,,2024-03-29 06:00:00,5.0,28.375,77.75,59.94166666666666,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 07:00:00,7,29,3,0.006,,,,,,140.0,113.3,,,,,,,,,,2024-03-29 07:00:00,6.0,24.0,83.0,63.23333333333333,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 08:00:00,8,29,3,0.015,,,,,,152.0,133.7,,,,,,,,,,2024-03-29 08:00:00,15.0,21.0,85.41666666666667,65.15833333333335,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 09:00:00,9,29,3,0.033,,,,,,116.0,,,,,,,,,,,2024-03-29 09:00:00,33.0,20.25,85.08333333333333,61.472727272727276,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 10:00:00,10,29,3,0.049,,,,,,50.0,,,,,,,,,,,2024-03-29 10:00:00,49.0,21.625,80.08333333333333,59.010000000000005,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 11:00:00,11,29,3,0.06,,,,,,36.0,,,,,,,,,,,2024-03-29 11:00:00,60.0,24.75,76.41666666666667,59.64444444444445,Buena,Mala,Mala,Mala,"PM10, PM25"
PIN,2024-03-29 12:00:00,12,29,3,0.068,,,,,,43.0,,,,,,,,,,,2024-03-29 12:00:00,68.0,30.375,75.66666666666667,,Buena,Mala,,Mala,PM10
PIN,2024-03-29 13:00:00,13,29,3,0.07,,,,,,45.0,,,,,,,,,,,2024-03-29 13:00:00,70.0,38.25,75.83333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-29 14:00:00,14,29,3,0.064,,,,,,48.0,49.3,,,,,,,,,,2024-03-29 14:00:00,64.0,45.625,76.33333333333333,,Buena,Mala,,Mala,PM10
PIN,2024-03-29 15:00:00,15,29,3,0.05,,,,,,75.0,69.7,,,,,,,,,,2024-03-29 15:00:00,50.0,51.125,79.0,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-29 16:00:00,16,29,3,0.046,,,,,,74.0,73.6,,,,,,,,,,2024-03-29 16:00:00,46.0,55.0,80.58333333333333,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-29 17:00:00,17,29,3,0.042,,,,,,72.0,67.9,,,,,,,,,,2024-03-29 17:00:00,42.0,56.125,81.16666666666667,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-29 18:00:00,18,29,3,0.041,,,,,,64.0,57.1,,,,,,,,,,2024-03-29 18:00:00,41.0,55.125,76.25,,Aceptable,Mala,,Mala,PM10
PIN,2024-03-29 19:00:00,19,29,3,0.039,,,,,,56.0,38.8,,,,,,,,,,2024-03-29 19:00:00,39.0,52.5,69.25,,Aceptable,Aceptable,,Aceptable,"O3, PM10"
PIN,2024-03-29 20:00:00,20,29,3,0.037,,,,,,65.0,38.0,,,,,,,,,,2024-03-29 20:00:00,37.0,48.625,62.0,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-29 21:00:00,21,29,3,0.032,,,,,,65.0,43.3,,,,,,,,,,2024-03-29 21:00:00,32.0,43.875,57.75,,Buena,Aceptable,,Aceptable,PM10
PIN,2024-03-29 22:00:00,22,29,3,0.032,,,,,,73.0,33.7,,,,,,,,,,2024-03-29 22:00:00,32.0,39.875,59.666666666666664,52.37777777777777,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-29 23:00:00,23,29,3,0.026,,,,,,55.0,37.2,,,,,,,,,,2024-03-29 23:00:00,26.0,36.875,61.25,50.86,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-30 00:00:00,0,30,3,0.024,,,,,,48.0,40.7,,,,,,,,,,2024-03-30 00:00:00,24.0,34.125,61.666666666666664,49.93636363636363,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-30 01:00:00,1,30,3,0.019,,,,,,70.0,60.7,,,,,,,,,,2024-03-30 01:00:00,19.0,31.25,63.75,50.833333333333336,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-30 02:00:00,2,30,3,0.02,,,,,,69.0,57.7,,,,,,,,,,2024-03-30 02:00:00,20.0,28.625,65.5,51.53333333333334,Buena,Aceptable,Mala,Mala,PM25
PIN,2024-03-30 03:00:00,3,30,3,0.015,,,,,,57.0,48.6,,,,,,,,,,2024-03-30 03:00:00,15.0,25.625,64.0,49.775,Buena,Aceptable,Mala,Mala,PM25
